importar	to import
motores	motive
intenções	intention/ intent
mande	to order/ command
deveriam	should (indicates that an action is considered by the speaker to…
audição	hearing
tapete	carpet/ rug (a fabric used as a floor covering)
arrancar	to pull/ pluck/ rip (something)
mitch
senti-me	to sense/ to feel (to perceive by means of biological senses)
incomoda	to bother/ to annoy
velas	candle
percebem	to understand
prática	practical
ficasse	to become/ to get/ to end up
gravidade	gravitation
mando	to order/ command
consulta	to consult (ask advice)
seth	alternative form of Set
recepção	reception (act of receiving)
lobos	wolf (a wild canid)
esperemos	to wait
matéria	matter
verá	to see/ to observe (to perceive with one’s eyes)
descrição	description
àquele	contraction of a + aquele/ literally “to that (masculine)”
estúpidos	stupid
cumprimentos	compliment
site	site/ web site (a collection of pages on the World Wide Web)
piper
francis
curiosidade	curiosity/ inquisitiveness (the tendency to want to investigate…
permanecer	to remain/ stay/ persist
coluna	column (a vertical line of entries in a table)
chamem	to call/ to summon (to ask someone to come)
ocasião	occasion (favorable opportunity)
moedas	coin
procurador	proxy (agent or substitute authorised to act for another person)
inveja	envy
francamente	frankly (in a frank/ open or (too) honest manner)
feridos	to hurt/ injure
procedimento	proceeding (the act of proceeding)
criminal	criminal (of or relating to crime or penal law)
enterrado	to bury/ to inter/ to entomb
lentamente	slowly
remédio	medicine (substance which promotes healing)
estais	to be (indicates location in space)
cêntimos	cent (a subunit of currency equal to one-hundredth of the main…
esquadrão	squadron
acreditei	to believe (to accept that someone is telling the truth)
assassina	murderous
banheira	bathtub (a large container for holding water in which a person may…
instinto	instinct (a natural or inherent impulse or behaviour)
jean	a male given name from French
descobriram	to discover (to find something for the first time)
admito	to admit/ accept
casino	European Portuguese standard form of cassino
mudam	to change (to become or cause to become something different)
samantha
gus
sentados	to seat
tigre	tiger
campeonato	championship
estivessem	to be (indicates location in space)
bandidos	bandit/ thug/ criminal/ outlaw (person who engages in unlawful…
natalie
estarás	to be (indicates location in space)
ouves	to hear (to perceive with the ear/ without necessarily paying…
explorar	to explore
encher	to fill/ fill up
estelar	stellar (of/ pertaining to/ or characteristic of stars)
sandy
quinze	fifteen
estarias	to be (indicates location in space)
lojas	shop/ store
comunicar	to communicate (impart or transmit)
arrumar	to fix
passaporte	passport
clay
ténis	tennis
cria	to create/ to put into existence
preocupem	to concern/ worry (to cause concern to/ cause unrest)
victoria	a female given name from Latin/ masculine equivalent Victor/…
magoado	to sadden (someone)/ to make (someone) sad
nelson
lixado	to sand (with sandpaper)
actual	pre-reform spelling (used until 1943 in Brazil and 1990 in…
neil
pratos	plate
fraca	weak (lacking in force or ability)
alvos	white
sensores	sensor (device or organ that detects certain external stimuli)
álibi	alibi
aceitou	to accept
antigas	ancient (related to ancient times)
máxima	maximum (to the highest degree)
pô-lo
abertura	opening/ orifice
séria	serious/ solemn (without humor or expression of happiness)
habitual	habitual (behaving in a regular manner/ as a habit)
torres	tower
pensámos	to think (communicate to oneself in one’s mind)
cenário	scenario
eventualmente	casually/ occasionally
canta	to sing (express sounds musically through the voice)
walt
ganhaste	to win (to achieve victory in a game/ a war/ etc)
ned
global	global (concerning all parts of the world)
matar-nos
lógica	logic
digital	digital/ having to do with the fingers or toes
sensual	sexually attractive/ sexy
divertida	fun/ amusing/ entertaining
papelada	paperwork
andaste	to walk (to move on one’s feet)
gorda	fat/ obese (carrying a high amount of fat within one's body)
harper
tarte	tart
christine
mágica	a magician
peguei	to catch
derrotar	to defeat
ron
desperdiçar	to waste/ squander
contagem	count/ counting
cresci	first-person singular preterite indicative of crescer
química	chemistry
eleições	election
rever	to see again
instalações	installation (process)
rebeldes	rebel (person who resists an established authority)
bestial	bestial/ brutish
correto	correct
razoável	reasonable (all senses)
esclarecer	to clarify
pesca	fishing (the business or sport of catching fishes)
ira	anger/ rage (a strong feeling of displeasure/ hostility or…
sandes	sandwich (snack consisting of ingredients between slices of bread)
elegante	elegant
autópsia	autopsy
absurdo	absurd
negar	to deny
ficha	to record/ file/ index (make a record of information)
conosco	with us
paguei	to pay
voltarmos	to return/ to come back
chamei	to call/ to summon (to ask someone to come)
medidas	measurement/ measure
angel
edith
habilidade	ability
testamento	will/ testament (formal declaration of one’s intent concerning the…
pt-pt
lane
ponham	to put/ to place
marge
man	synonym of mano
bombeiros	firefighter (person trained to extinguish fires and undertake…
república	republic
conheço-te
caixão	coffin
deixarei	to leave/ to exit (to go out of or away from a place)
nicole
naquilo	contraction of em + aquele/ literally “in that”
distante	distant/ faraway
há-de
orelhas	ear
líderes	leader
deu-lhe
eternidade	eternity
cresceu	to grow (become bigger or taller)
sintomas	symptom (indicator of disease or disorder)
vestígios	trace/ vestige
fontes	spring (water source)
ofensa	insult/ offense (act of offending)
parvalhão
cretino	suffering from cretinism
mitchell
dormiste	to sleep/ to be asleep (to rest in a state of reduced consciousness)
pergunto	to ask (request an answer)
roubei	to steal (to take illegally or without permission)
seguido	to follow (to go or come after in physical space)
extraordinário	extraordinary
médio	average (constituting or relating to the average)
metas	to put in/ to insert into
traz-me
escolas	school (institution dedicated to teaching and learning)
oiça	to hear (to perceive with the ear/ without necessarily paying…
prefere	to prefer
visse	to see/ to observe (to perceive with one’s eyes)
saias	a woman's skirt
eli	a male given name from Hebrew/ equivalent to English Eli
apuros	plight/ difficulty
entramos	to enter/ to go into
murphy
disparem	to shoot/ to fire (a weapon)
green
nuvens	cloud (mass of dust/ steam or smoke)
companheiros	companion/ comrade
ámen	alternative form of amém
despachar	to dispatch/ despatch
wendy
pedro	Peter (leading Apostle in the New Testament)
políticos	political
envolvida	to involve (envelop completely)
mochila	backpack
doidos	crazy/ out of one's mind
meio-dia	noon
cameron
gritos	cry/ shout/ scream
profissão	profession (occupation)
festival	festival
indica	to indicate/ designate
meteu	to put in/ to insert into
irias	to go (to move to a destination)
siga	to follow (to go or come after in physical space)
álbum	album (all senses)
gina
stone
vendedor	that sells
viúva	widow (a woman whose husband has died)
vais-te
fatos	a set of clothing traditionally worn together/ such as a uniform…
conheceste	to know (be acquainted or familiar with)
vende	to sell
parceiros	partner/ sidekick
camarada	bro (a close friend)
informado	to inform
realizar	to realise (to convert something imaginary or planned/ as a goal…
êxito	result/ end/ consequence/ effect
griffin
maio	May
trouxe-te
agressão	aggression
profissionais	professional
peru	Peru (a country in South America)
saíres	to exit/ to leave (go away from a certain place or situation)/ to…
patético	pathetic (arousing pity/ sympathy/ or compassion)
entendeste	to understand/ to grasp/ to comprehend
telefones	to telephone (to contact using a telephone)
fizermos	to make
dissemos	to say
famosa	famous
mantenham	to keep/ maintain
verifica	inflection of verificar:
honesta	honest (scrupulous with regard to telling the truth)
guerreiros	bellicose/ warlike
procuram	to search/ to seek/ to look for
tirar-te
tracy
custo	cost (amount of money/ or other valuable things/ required for…
capítulo	chapter (section in a book)
habilidades	ability
evan
esquema	scheme
estável	stable
perímetro	perimeter (the length of the outline of an object)
disposição	disposal
calar	to shut up (to stop talking)
disposta	willing (prepared and wanting to do something)
detenção	detention/ custody
tortura	torture (intentional causing of somebody experiencing agony)
considerado	to consider
viesse	to come (to move towards the speaker or the agent)
aproximar	to approach (to get closer to)
pretende	to want
viveu	to live/ to have life
separados	to separate
interna	feminine singular of interno
telemóveis	mobile/ mobile phone/ cellphone
mexe	to move/ to mess with/ to put your hands on
solteira	single
stanley
físico	physical (having to do with the body)
césar	a male given name
mistura	mixture/ blend (various different things put together)
pudeste	to be able to/ can (to have the ability to)
meg
marte	Mars (god of war)
ruim	bad
controla	to control (to determine the behavior of)
deixaria	to leave/ to exit (to go out of or away from a place)
iraque	Iraq (a country in West Asia in the Middle East)
telefonou	to telephone (to contact using a telephone)
sobreviveu	survive
stark
armados	to arm (to supply with weapons)
heather
emoção	emotion
oportunidades	opportunity (chance for advancement/ progress or profit)
guiar	to lead/ to guide/ to direct
carla	a female given name
abandonado	to abandon (to leave behind/ especially something one was…
diego	a male given name from Spanish
pode-se
corram	to run (to move quickly on one’s feet)
funcionários	official/ functionary
deitado	to lie down (to rest in a horizontal position)
criação	creation
contratou	to contract/ hire
parada	to stop (to no longer move)
barbara
violento	to rape (to force sexual intercourse or other sexual activity upon)
colecção	pre-reform spelling (used until 1943 in Brazil and 1990 in…
leu	to read (to look at and interpret written information)
chover	to rain (to fall (drops of water) from the sky)
esperanças	hope
esconderijo	hide
serena	serene/ peaceful/ calm/ tranquil
juventude	youth (quality or state of being young)
achaste	to find/ to encounter (to come across something that was unknown…
online	online (connected to the Internet)
mencionou	to mention (speak of something)
escutem	to listen to/ to hear (to perceive sound)
profundamente	deeply (to a deep extent)
histórico	historical (pertaining to history)
vigia	watch/ lookout
apanharam	to collect/ gather
sapato	shoe
necessidades	need
objetivo	objective
desaparecimento	disappearance
fechados	to close
quieta	quiet (with little or no sound)
deixá-los
aproximar-se
abril	April
damon
raro	rare (very uncommon)
miguel	a male given name from Hebrew/ equivalent to English Michael
ligaste	to link/ to connect/ to join (to put things together so they work…
brooke
perdoa-me
leves	light (of low weight/ not heavy)
recebo	to get/ to receive
recorde	to remember/ recall/ recollect
namorados	boyfriend (a male lover)
decide	inflection of decidir:
coloque	to place/ to put
tristeza	sadness (state or emotion of being sad)
ocupados	to occupy (to be in possession of)
aprendeu	to learn/ to acquire knowledge
sentença	sentence (decision of a jury)
soubeste	to know
suja	containing unpleasant substances such as dirt or grime/ dirty/ unclean
ingleses	Englishman
pedir-te
little
cirurgião	surgeon (doctor who performs surgery)
palerma	silly/ goofy
mudaste	to change (to become or cause to become something different)
ronnie
ferimentos	injury/ hurt/ harm
vestida	dressed/ clothed
navios	ship (large water vessel)
ashley
estivermos	to be (indicates location in space)
enormes	enormous
quero-te
condado	county (land ruled by a count or countess)
amado	to love/ to have great affection for
maçã	apple (fruit)
admira	to admire (to regard with wonder)
objecto	object/ thing
outubro	October (month)
harris
nascido	to be born
resulta	to result
sebastian
flash
embaixada	embassy (organization representing a foreign state)
prestar	to be useful/ to be suitable/ to be good
desenhos	drawing
conclusão	conclusion
lembrar-me	to remember
procuras	to search/ to seek/ to look for
ralph
aterrar	to land
experimenta	to experience
tenda	to tend
florida	feminine singular of florido
dana	inflection of danar:
rocha	rock (formation of minerals)
falaram	to speak/ to talk (to say words out loud)
milho	maize (seeds of the plant Zea mays)
testemunho	the act of witnessing something
confie	to confide/ entrust
junho	June
kong
dando	to give
tara	tare (the empty weight of a container)
boas-vindas	welcome (the act of greeting/ of bidding someone welcome)
baby
bêbedo	drunk/ under the influence of alcohol
bo	alternative form of B.O.
manhattan
sentar-se
votar	to vote
graves	serious/ grave (having possible severe negative consequences)
meta	to put in/ to insert into
surgiu	to arise/ to emerge
falsas	false/ untrue/ not factual/ wrong
mato-te
refém	hostage
processar	to process
mantê-lo
mover	to move (change position)
amanhecer	to dawn (to begin to brighten with daylight)
desagradável	unpleasant/ disagreeable
vá-se
soubesses	to know
cujo	whose (of whom)
vendas	Wendish (of or relating to the Wends)
comem	to eat
perdoe-me
precise	inflection of precisar:
vestidos	dressed/ clothed
àquela	contraction of a + aquele/ literally “to that (masculine)”
farão	obsolete form of fazer
comecem	to start/ to begin/ to commence
ellie
invisível	invisible (not visible/ which can't be seen)
misericórdia	mercy (blessing)
placa	plate (a flat metallic object)
dale	OK/ right
ala	a flank
superar	to exceed
pressentimento	feeling/ intuition
confias	to confide/ entrust
levante-se
juramento	an oath
ministério	ministry
bife	steak (slice of beef)
piedade	piety
espingarda	long gun (any firearm with long barrel/ typically fired while…
drama	drama (composition)
kit	kit (collection of items needed for a specific purpose)
fraqueza	weakness (the condition of being weak)
piso	to step on/ to tread
entro	to enter/ to go into
shaw
pontapé	kick (with the toe)
ford
seco	devoid of liquids/ dry
escondida	to hide
valores	value (numerical quantity measured/ assigned or computed)
blair
acordou	to awake/ to wake up (to stop sleeping)
tonto	dizzy
warren
empréstimo	loan
hábito	habit (an action done on a regular basis)
envolver	to involve (envelop completely)
entraste	to enter/ to go into
hall	lobby/ entrance hall (a room in a building used for entry from the…
caçadores	hunter/ huntsman (one who hunts animals)
órgãos	organ
importava	to import
faltar	to be missing/ to be lacking
conflito	conflict/ strife/ war (clash/ often violent/ between multiple parties)
invadir	to invade
confusa	confused
tubarão	shark (fish of the superorder Selachimorpha)
lança	lance/ spear (long stick with a sharp tip)
enfermaria	to become ill/ to get sick
super-homem	superman/ übermensch (person who has transcended his humanity)
conseguiria	to get/ obtain
aluno	student
dará	to give
apanhei-te
creme	milkfat/ cream
ouvir-te
custar	to cost
destruiu	to ruin/ devastate (proceed with the destruction of/ cause the…
pescar	to fish (try to catch fish)
kg
constantemente	constantly
queiram	to want/ to wish/ to desire
emocional	emotional (of or relating to the emotions)
fruta	fruit (as a collective)
sociais	social (relating to society)
suave	soft/ smooth
calada	to shut up (to stop talking)
tornado	tornado
trabalhando	to work (to do a specific task)
procurado	to search/ to seek/ to look for
fazê-la
julguei	to judge/ to sentence (sit in judgment on/ pass sentence on)
confidencial	confidential/ private
desgraça	disgrace
muro	wall (outdoors)
kitty
poderás	to be able to/ can (to have the ability to)
dizer-lhes
rebentar	to sprout
mota	motorcycle
tribo	tribe (cohesive group of people)
alterar	to alter/ change
infecção	infection (uncontrolled growth of harmful microorganisms in a host)
bosque	grove (set of trees/ shrubs and other plants/ generally smaller…
recuperação	recovery
lido	to read (to look at and interpret written information)
projeto	to design/ plan
padrões	standard
ombros	shoulder (joint between arm and torso)
aquecer	to heat
francesa	obsolete spelling of francês
comité	committee (group of persons convened for the accomplishment of…
casou	to marry
tumor	tumor (an abnormal growth)
chineses	Chinese
entram	to enter/ to go into
protesto	to protest (to make a strong objection)
malucos	crazy/ mad
tirado	to take/ take out/ take away
ligada	to link/ to connect/ to join (to put things together so they work…
ann
pesada	past participle of pesar
chatear	to annoy/ pester/ peeve
assassinada	to kill/ murder
sobreviventes	surviving
precisavas	to need
lutas	fight (physical conflict between two parties)
katherine
dieta	diet (food a person or animal consumes)
encantador	charming (pleasant/ charismatic/ beautiful)
curtis	to tan (to change an animal hide into leather)
turner
conheça	to know (be acquainted or familiar with)
ritual	ritual
hanna	a female given name/ equivalent to English Hannah
trouxeram	bring (to transport toward somebody/somewhere)
taça	cup/ goblet
reis	plural of rei
procurei	to search/ to seek/ to look for
atacado	to attack (to apply violent force)
pudermos	to be able to/ can (to have the ability to)
esqueceu	to forget
fazias	to make
brooklyn	Brooklyn (a borough of New York City/ New York/ United States)
túmulo	tomb (small building or vault for the remains of the dead)
medicação	medication
vanessa	a female given name/ equivalent to English Vanessa
preferida	to prefer
voltam	to return/ to come back
artes	art
mísseis	missile (any object to be thrown)
queridos	to want/ to wish/ to desire
detido	to stop/ arrest/ detain/ restrain
quereria	to want/ to wish/ to desire
ja	obsolete spelling of já
ligados	to link/ to connect/ to join (to put things together so they work…
ken
prepara-te
sincronização	synchronization
dar-lhes
manny
x	The twenty-fourth letter of the Portuguese alphabet/ called xis…
tramar	to weave
holmes
vic
planta	plant (an organism of the kingdom Plantae/ and now specifically/ a…
neal
merecem	to merit/ to deserve
taxa	fee (monetary payment charged for professional services)
mna
encontrar-me
star	obsolete spelling of estar
ajudado	to help/ aid/ to assist
adrian
parei	to stop (to no longer move)
leal	adhering to the rules of propriety/ fair/ honest/ loyal/ true
minas	mine (place from which ore is extracted)
mcgee
ajudá-los
juntamente	together/ jointly
atmosfera	atmosphere
indivíduo	indivisible
encomenda	to order/ to instruct
representar	to represent
tratamos	to treat (to handle/ deal with or behave towards in a specific way)
cidadão	citizen
cabelos	hair/ head of hair
gostarias	to like
seattle	Seattle (a city in Washington/ United States)
ouvi-lo
troco	to replace/ to substitute (to remove something and put a new one…
mundos	world (the Universe)
sugere	to suggest
armada	to arm (to supply with weapons)
quinta-feira	Thursday (day between Wednesday and Friday)
ruth
allen
incrivelmente	incredibly
canadá	Canada (a country in North America/ capital: Ottawa)
karl
sector	alternative form of setor
philip
prometer	to promise (to commit to something or action/ to make an oath)
puseste	to put/ to place
mira	to see/ to observe
diziam	to say
meredith
poupar	to save (time/ money etc.)
sobremesa	dessert (sweet confection served as the last course of a meal)
russa	Russian
justa	joust
caído	to fall/ to fall down/ to drop
isabel	a female given name/ equivalent to English Isabel/ Isabelle/ or…
von
cadáveres	cadaver/ corpse
bonitos	pretty/ lovely
avaliação	valuation
monica
corridas	to run (to move quickly on one’s feet)
complicada	abstract/ complex/ complicated (difficult or convoluted)
candidato	candidate
ninho	nest (bird-built structure)
gerir	to manage/ administer/ govern
portátil	portable
japoneses	Japanese
taco	cue/ bat/ stick (any long implement used to hit the ball or puck…
caminhos	path
electricidade	electricity
leva-o
sabedoria	wisdom
musical	musical (of or relating to music)
us	plural of u
estrangeiros	foreigner
secundário	secondary
terça-feira	Tuesday (third day of the week)
posições	position (place/ location)
mostram	to show
clássico	classic/ classical
enganada	to deceive
conhecemo-nos
israel	Israel (a country in Western Asia in the Middle East/ at the…
kirk
dente	tooth (hard structure found in the jaws of most vertebrates)
método	method
permitido	to permit/ to allow/ to let
vendeu	to sell
agrada	to please
medalha	medal (stamped metal disc used as ornament or charm)
roubaram	to steal (to take illegally or without permission)
contar-lhe
bishop
jill
situações	situation (one's status with regard to circumstances)
distintivo	distinctive/ distinguishing
execução	execution (all senses)
consertar	to fix/ to repair
caverna	cave
desenvolvimento	development (process of developing)
neto	granddaughter/ female grandchild
quentes	hot/ warm
lento	slow (not quick in motion)
ponho	to put/ to place
encontrei-o
collins
cal	lime (calcium oxide)
ex	ex (an ex-husband/ ex-wife or ex-partner)
trauma	trauma (emotional wound)
viria	to come (to move towards the speaker or the agent)
recuar	to recede/ retreat
cabe	to fit (no matter if space or volume is left)
civilização	civilization
mijar	to piss (urinate)
colégio	college/ school
atrair	to attract
buck
encontrarem	to meet
rápidos	fast (occurring or happening within a short time)
alison
obras	construction (process of constructing/ building)
reconhece	to recognize
responsáveis	responsible
lâmina	blade
vaga	vague (not clearly expressed)
comemos	to eat
grau	degree/ a unit of temperature/ now typically using the Celsius scale
conheço-o
so	acronym of sistema operacional (“OS/ operating system”)
elementos	element (one of the simplest or essential parts or principles of…
promoção	promotion (advancement in position)
island
cinquenta	fifty (50)
emocionante	poignant (evoking strong mental sensation)
garcia	a surname
fabuloso	fabulous/ great/ wonderful
trair	to betray
cristal	crystal
serias	to be (to have the given quality)/ especially a quality that is…
arruinar	to ruin/ spoil
controlado	to control (to determine the behavior of)
máfia	mafia/ mob (organised crime unit)
fiel	faithful/ loyal
afastado	to repel/ to push away (cause to move away)
ficando	to become/ to get/ to end up
fiança	bail (money paid for the release of an arrested person as a…
códigos	code
típico	typical (capturing the overall sense of a thing)
palmer
erradas	to err (make a mistake)
principais	main/ principal (most important)
emprestado	to lend/ to loan (to give temporarily)
durmo	to sleep/ to be asleep (to rest in a state of reduced consciousness)
disseste-me
cópias	copy
cadela	dog
lucro	profit/ benefit
inteligentes	intelligent (of high or especially quick cognitive capacity/ bright)
magnífico	magnificent (grand/ elegant or splendid in appearance)
aceder	to comply (with)/ agree (to)
debbie
christian	a male given name from English
tirando	to take/ take out/ take away
concentra-te
revistas	to search/ to seek
apetite	appetite
despesas	expense/ cost
matem	to kill (to cause to die)
virginia
noticias	second-person singular present indicative of noticiar
demorou	to take time (to require a comparatively long period of time)
orelha	ear
psicopata	psychopath (one who suffers from psychopathy)
escravo	slave (person owned as property)
escuta-me
corra	to run (to move quickly on one’s feet)
coloquei	to place/ to put
estaríamos	to be (indicates location in space)
capacidades	plural of capacidade
gostaríamos	to like
residência	residence (the place where one lives)
veste	to wear/ to don (to have an item of clothing on oneself)
músicas	music (melodic and rhythmic sounds made as art)
terminei	to finish/ to complete (to reach the end of an activity)
chegares	to arrive (at)/ to reach (to conclude moving to a destination)
tentes	to try/ go for/ attempt
vamo-nos
nessas	contraction of em + essas/ literally “in those (near you/…
exceto	except/ other than
ecrã	screen (device used for displaying images)
derrubar	to overthrow/ overturn
agosto	August
concorda	to agree (to have the same opinion as)
manual	manual
possibilidades	possibility
franklin
fáceis	easy (requiring little skill or effort)
novembro	November
proibido	to prohibit/ to proscribe/ to forbid
martelo	hammer
andares	to walk (to move on one’s feet)
impressionado	to impress
dupla	pair/ duo
terríveis	terrible
vizinhança	neighborhood (close proximity/ particularly in reference to home)
encontram	to meet
miranda	a toponym/ indicating the presence of a watchtower or belvedere
galáxia	galaxy (set of a very large number of stars/ other celestial…
generoso	generous (willing to give and share unsparingly)
concentrar	to concentrate
vela	candle
fracos	weak (lacking in force or ability)
mandou-me
perigosos	risky/ unsafe/ dangerous
cobre	copper (reddish-brown/ malleable metal)
cowboy	alternative spelling of caubói /cobói
trazê-lo
senso	sense
perseguição	persecution/ harassment
distrito	district
finais	final/ ultimate/ last
audrey
usas	to use/ to utilise/ to employ/ to make use of
apertar	to tighten
directa	feminine singular of directo
garrafas	bottle
chase
aliados	to ally (to unite by agreement)
documento	document (original or official paper)
gps	GPS (global positioning system)
faço-o
técnico	technical
oscar	a male given name/ equivalent to English Oscar/ variant form Óscar
tendes	to tend
aprendeste	to learn/ to acquire knowledge
adolescentes	adolescent/ teenage
despachem-se
apanhados	to collect/ gather
garotas	a gender-neutral form of garoto/garota
vídeos	video
colocado	to place/ to put
afeganistão	Afghanistan (a landlocked country between Central Asia and South…
tentam	to try/ go for/ attempt
chinesa	Chinese
arriscado	to risk
matam	to kill (to cause to die)
watson
entendem	to understand/ to grasp/ to comprehend
britânico	British
wyatt
cervejas	beer
onze	eleven
fi-lo
cavaleiros	pertaining to cavalry
quarteirões	block (in a city)
examinar	to examine
desesperado	to despair (to despair of)
bondade	goodness/ kindness/ mildness
vivi	to live/ to have life
duke
trevas	darkness/ gloom
aves	bird
esperado	to wait
gene	gene
lindos	beautiful/ gorgeous/
explodiu	to cause/suffer an explosion/ to (make) burst
rob
levem-no
naomi
harrison
queimado	to burn
empregos	job (economic role for which a person is paid)
falsos	false/ untrue/ not factual/ wrong
reforma	to reform
maquilhagem	makeup
perfume	perfume (pleasant smell)
times	a team
sheldon
brinquedo	toy/ plaything
preta	black/ black in colour
calem-se
tiraste	to take/ take out/ take away
agulha	needle (implement for sewing)
wallace
programas	program
espalhar	to spread/ to scatter
julgo	to judge/ to sentence (sit in judgment on/ pass sentence on)
costumo	to be accustomed to/ to be used to/ usually
envolvidos	to involve (envelop completely)
joão	a male given name/ equivalent to English John
feche	to close
operar	to operate/ function
disparates	nonsense (meaningless or stupid words or actions)
dormiu	to sleep/ to be asleep (to rest in a state of reduced consciousness)
liderança	leadership (capacity of someone to lead)
biscoitos	cookie
pneus	tyre (rubber covering of a wheel)
formar	to form
dirigir	to drive (a vehicle)
donald
cabrões	she-goat/ nanny goat (female goat)
voltaremos	to return/ to come back
tecto	pre-reform spelling (used until 1943 in Brazil and 1990 in…
correcta	pre-reform spelling (used until 1943 in Brazil and 1990 in…
grato	thankful (showing thanks)
caleb
chego	to arrive (at)/ to reach (to conclude moving to a destination)
apelido	last name/ surname/ family name
janet
insectos	pre-reform spelling (used until 1943 in Brazil and 1990 in…
jenna
cola	glue/ paste (sticky adhesive substance)
cortes	cut
preocupações	concern/ worry (act or effect of worrying or being concerned)
franco	free/ unimpeded
moscovo	Moscow (an oblast of Russia)
roubaste	to steal (to take illegally or without permission)
ausência	absence
guitarra	classical guitar
usá-la
mencionar	to mention (speak of something)
patty
arroz	rice (Oryza sativa/ a cereal)
estradas	road
altas	loud
sentiste	to sense/ to feel (to perceive by means of biological senses)
veres	to see/ to observe (to perceive with one’s eyes)
descansa	to rest
mentirosa	liar (one who tells lies)
grey	alternative form of gray (race of extraterrestrials)
melissa	a female given name from Ancient Greek/ equivalent to English Melissa
valeu	to be worth/ valid or acceptable
craig
tentava	first/third-person singular imperfect indicative of tentar
padrinho	godfather (a male godparent)
oficina	workshop
l	The twelfth letter of the Portuguese alphabet/ written in the…
levamos	to take (to move something to a destination)
fadas	obsolete form of fazer
ângulo	figure formed by two half-planes or two half-lines with the same…
batido	past participle of bater
vinda	to come (to move towards the speaker or the agent)
superiores	upper/ higher
jo
fama	fame
independente	independent (not dependent/ not contingent or depending on…
poesia	poetry (class of literature)
atingiu	to strike/ to touch
requer	to require/ need/ to request
hope
algemas	handcuff/ manacle/ shackle
piratas	pirate (person who commits robbery at sea against other ships)
frasco	bottle (for medicine/ perfume)
pesadelos	nightmare
orçamento	quote (summary of work to be done with a set price)
blue
kennedy
correm	to run (to move quickly on one’s feet)
pudessem	to be able to/ can (to have the ability to)
recordar	to remember/ recall/ recollect
bagagem	luggage/ baggage
benjamin
mostre	to show
relva	to turf (to plant a lawn)
nervos	nerve (bundle of neurons)
batman	Batman (a province in the Black Sea region/ in northern Turkey)
permanente	permanent (without end)
pro	contraction of pra + o/ literally “for/to the (masculine singular)”
irritado	to irritate
colin
esconde	to hide
rancho	hut/ rancho (primitive house)
áreas	area/ region/ place (a geographical location)
oriente	east
ligar-lhe
jersey	Jersey (an island and dependency of the United Kingdom in the…
tranquilo	calm/ peaceful/ tranquil (without motion or sound)
equilíbrio	equilibrium (state of being balanced)
encontrares	to meet
chefes	chief/ head/ head man/ boss
brancas	brain freeze (failure to remember something)
lembrei-me	to remember
festejar	to celebrate (all senses)
aéreo	aerial
baixas	low
christopher	a male given name from English
quintal	yard (land with vegetable garden/ next to a house)
recomeçar	to restart/ recommence
conduta	conduct/ behavior/ demeanor/ deportment
noah
supremo	dominant/ supreme
mikey
anderson	a male given name/ equivalent to English Anderson
cabine	alternative form of cabina
artistas	artist
determinar	to determine
stefan
provocar	to provoke (all senses)
fios	thread
sonhei	to dream (see imaginary events while sleeping)
escondidas	to hide
conseguisse	to get/ obtain
fritas	to fry
constante	constant (that which is permanent or invariable)
recebeste	to get/ to receive
marcha	march
dignidade	dignity (worthiness)
levava	first/third-person singular imperfect indicative of levar
vi-a
anteriores	anterior
levante	to stand up/ to get up (to rise from a lying/ sitting or fallen…
falares	to speak/ to talk (to say words out loud)
imaginas	to imagine (all senses)
benny
importam	to import
levo-te
guerras	war (organised/ large-scale armed conflict)
cordas	rope/ string
discos	disc (a thin/ flat/ circular plate)
dívidas	debt (action/ state of mind/ or object one has an obligation to…
xadrez	chess
artigos	article (story/ report/ or opinion piece)
março	March
escudo	shield
hong
prostitutas	prostitute (woman who sells sex)
descrever	to describe (to represent in words/ to give an account of)
bingo	bingo (game of chance)
marcado	to mark
competir	to compete (contend)
nesses	contraction of em + esses/ literally “in those (near you/…
poirot
joelho	knee
virão	to come (to move towards the speaker or the agent)
encontrem	to meet
comeste	to eat
belas	beautiful/ attractive (having beauty)
ficarão	to become/ to get/ to end up
mia	inflection of miar:
rita	a female given name
sequência	sequence/ series (set of things that come one after the other)
viciado	to addict (to cause someone to become addicted)
celeiro	barn
saírem	to exit/ to leave (go away from a certain place or situation)/ to…
verdes	to see/ to observe (to perceive with one’s eyes)
cortou	to cut (to split using a sharp instrument)
havido	there be/ exist
horror	horror
rosas	rose (flower)
corrigir	to correct
profunda	feminine singular of profundo
duque	duke (male ruler of a duchy)
libertado	to free/ liberate (make free)
bebi	to drink (something)
promessas	promise/ vow
proteção	protection (state of being safe)
briga	fight (physical confrontation)
esqueceste-te
colina	hill (elevated location)
nicky
reconheço	to recognize
protegido	to protect
radar	radar (radio device for detecting distant objects)
vistas	to see/ to observe (to perceive with one’s eyes)
hector
diz-nos
janeiro	January
telefonemas	call (telephone conversation)
bolsos	pocket
apropriado	appropriate
estou-me
mantém-te
ferimento	injury/ hurt/ harm
khan	alternative spelling of cã
media	alternative spelling of média (“media/ mass media”)
pornografia	pornography
submarino	submarine/ U-boat (undersea boat)
enterrar	to bury/ to inter/ to entomb
deixava	to leave/ to exit (to go out of or away from a place)
buscar-te
hal
perspectiva	perspective (view/ vista or outlook)
divertir-se
jules
assegurar	to ensure/ assure or secure
concentração	concentration (all senses)
drogado	to drug
sobrinha	nephew
compaixão	compassion
tremer	to shake
