animal	animal (relating to animals)
achar	to find/ to encounter (to come across something that was unknown…
teremos	to have
acção	action
certamente	certainly
tido	to have
juiz	judge
perna	leg (limb)
som	sound (sensation perceived by the ear)
desculpas	excuse/ pretext (explanation designed to avoid or alleviate guilt…
edifício	building/ edifice
vieste	to come (to move towards the speaker or the agent)
aulas	classroom
médicos	doctor/ physician
will
clientes	customer/ client (one who purchases or receives a product or service)
enviar	to send
terem	to have
pescoço	neck (part of body)
lua	moonlight/ moonshine
fiquem	to become/ to get/ to end up
casaco	coat
monstro	monster
vimos	to see/ to observe (to perceive with one’s eyes)
chaves	key (object that opens and closes a lock)
gostei	to like
começo	to start/ to begin/ to commence
irão	to go (to move to a destination)
falando	to speak/ to talk (to say words out loud)
parceiro	partner/ sidekick
ajuda-me
imaginar	to imagine (all senses)
recuperar	to recover
normalmente	normally
estranha	odd/ strange (not normal)
simpático	nice/ pleasant/ likable
valor	value (numerical quantity measured/ assigned or computed)
cor	colour (UK)/ color (US)
histórias	history
i	The ninth letter of the Portuguese alphabet/ written in the Latin…
serei	to be (to have the given quality)/ especially a quality that is…
devido	should (indicates that an action is considered by the speaker to…
terei	to have
londres	London (the capital city of the United Kingdom/ the capital city…
soldado	soldier (member of an army)
ajudar-te
encontraram	to meet
puder	to be able to/ can (to have the ability to)
falas	to speak/ to talk (to say words out loud)
filmes	alternative form of filme
richard
serem	to be (to have the given quality)/ especially a quality that is…
fale	to speak/ to talk (to say words out loud)
especialmente	especially/ particularly
vê-la
doce	sweet/ sugary
dê-me
vítimas	victim
natureza	nature (natural world)
vieram	to come (to move towards the speaker or the agent)
johnny
miúdas	very small
andado	to walk (to move on one’s feet)
chamo-me	my name is…
líder	leader
desses	to give
billy
haverá	there be/ exist
excepto	pre-reform spelling (used until 1943 in Brazil and 1990 in…
máximo	maximum (to the highest degree)
inocente	innocent (free from guilt)
prefiro	to prefer
autocarro	bus (vehicle)
más	feminine plural of mau
gabinete	cabinet (storage closet)
faca	knife
matei	to kill (to cause to die)
grávida	feminine of grávido
desistir	to desist
fé	faith
salvo	safe
exatamente	exactly
espectáculo	pre-reform spelling (used until 1990) of espetáculo/ still used…
tamanho	very large/ huge
voar	to fly
carreira	path/ trail (particularly one which had to be opened)
limpo	clean (not dirty)
velhos	old/ ancient (having existed for a long period of time)
porreiro	cool/ excellent
gostam	to like
árvore	tree
preparado	to prepare/ to get ready (to make ready for a specific future purpose)
demorar	to take time (to require a comparatively long period of time)
possamos	to be able to/ can (to have the ability to)
milhares	thousand
disparar	to shoot/ to fire (a weapon)
distância	distance (space between two points/ two places or two objects)
conseguem	to get/ obtain
antigo	ancient (related to ancient times)
brilhante	brilliant
dança	dance (movements to music)
chamas	to call/ to summon (to ask someone to come)
pedra	stone (as a material)
conhecemos	to know (be acquainted or familiar with)
pensam	to think (communicate to oneself in one’s mind)
faculdade	faculty (all senses)
imagem	image/ picture/ figure (optical representation of an object)
majestade	majesty (the quality of being impressive and great)
serve	inflection of servir:
caralho	cock (penis)
flores	flower
malta	Malta (an archipelago and country in Southern Europe/ in the…
conhecido	to know (be acquainted or familiar with)
comecei	to start/ to begin/ to commence
doença	illness/ disease/ ailment (an abnormal medical condition)
julgamento	judgment (act of judging)
nariz	nose (a protuberance on the face housing the nostrils/ which are…
cortar	to cut (to split using a sharp instrument)
estados	state (subdivision of a nation)
sobreviver	survive
polícias	police
óptima	pre-reform spelling (used until 1990) of ótimo/ still used where…
pontos	point/ a specific spot/ location/ or place
preto	black/ black in colour
éramos	to be (to have the given quality)/ especially a quality that is…
cadeira	chair (item of furniture)
peixe	fish (cold-blooded vertebrate animal that lives in water/ moving…
encontramos	to meet
gozar	to enjoy
partido	to split (divide something/ especially in two roughly equal parts)
daniel	a male given name from Hebrew/ equivalent to English Daniel
bobby
voo	to fly
louca	crazy/ mad/ insane (of unsound mind)
recebi	to get/ to receive
casas	house
jovens	obsolete spelling of jovem
visão	view (the act of seeing something)
jane
dar-te
controlar	to control (to determine the behavior of)
felizes	happy
testemunha	witness (one who sees or has personal knowledge of something)
americanos	American (of the United States of America)
fechar	to close
km
unidos	to bind/ to connect
deixes	to leave/ to exit (to go out of or away from a place)
queiras	to want/ to wish/ to desire
gritar	to shout/ to scream/ to yell
brian
jogos	play
gato	cat (domestic cat: Felis silvestris catus)
cães	dog
li	first-person singular preterite indicative of ler
canção	song
lugares	place (a location or position)
corrida	to run (to move quickly on one’s feet)
mark
deixado	to leave/ to exit (to go out of or away from a place)
central	central
notícia	news (a single news item)
perdão	pardon/ forgiveness
chris
come	inflection of comer:
vários	masculine plural of vário
interior	inner/ interior (located in the inside)
hei	there be/ exist
estilo	style (manner of doing things)
acabado	to finish (to be over/ completed)
barulho	noise (loud and often unwanted/ cacophonous sounds)
vás	to go (to move to a destination)
robert
estrelas	star (apparently fixed star that has its own light and heat)
obviamente	obviously/ evidently/ clearly
velocidade	velocity/ speed (rate of movement)
ameaça	to threaten (to make a threat against someone/ to use threats)
dar-me
movimento	movement (physical motion)
fará	obsolete form of fazer
scott
eric
tantas	so much / so many (a large or excessive amount)
correcto	pre-reform spelling (used until 1943 in Brazil and 1990 in…
ligado	to link/ to connect/ to join (to put things together so they work…
clark
vemo-nos
poderes	to be able to/ can (to have the ability to)
relógio	clock (instrument to measure or keep track of time)
entanto	only used in no entanto
unidade	unit (standard measure of a quantity)
braços	arm (upper limb)
marca	to mark
regressar	to return/ revert/ regress
baixa	low
andava	to walk (to move on one’s feet)
números	number (quantity)
forças	force/ strength
verde	green (color/colour)
pega	magpie (bird of the genus Pica)
floresta	forest (dense collection of trees)
total	complete/ entire (to the greatest extent)
ponte	bridge (construction or natural feature that spans a divide)
confusão	confusion
director	pre-reform spelling (used until 1943 in Brazil and 1990 in…
maria	Mary (mother of Jesus)
culpado	to blame
praia	Praia (the capital city of Cape Verde)
tv	TV
casos	case
acreditas	to believe (to accept that someone is telling the truth)
encontrámos	to meet
tiveram	to be (indicates location in space)
língua	tongue
descansar	to rest
presa	arrested/ imprisoned (having been taken into legal custody)
investigar	to research
lee
meter	to put in/ to insert into
matá-lo
oi	hey
construir	to build
perdemos	to lose (an object/ a job/ interest etc.)
fotografias	photography (the art of taking photographs)
sinais	sign/ mark/ trace (a visible or otherwise perceivable indication…
banda	band/ stripe
kate
rapidamente	rapidly/ quickly
descobri	to discover (to find something for the first time)
perfeita	perfect
ficará	to become/ to get/ to end up
ficamos	to become/ to get/ to end up
cabrão	she-goat/ nanny goat (female goat)
busca	to search for
ouvido	to hear (to perceive with the ear/ without necessarily paying…
receio	fear/ awe
cristo	Christ (title given to Jesus as the Messiah)
atirar	to throw
fingir	to pretend (to act as though something is different from what it is)
respirar	to breathe
rosto	face (part of head)
ridículo	ridiculous
mudança	change (the process of becoming different)
época	time/ season
nacional	national
corpos	body
fonte	spring (water source)
dou	to give
sentimentos	feeling/ emotion/ sentiment
major	major (military rank)
ando	to walk (to move on one’s feet)
pense	to think (communicate to oneself in one’s mind)
navio	ship (large water vessel)
soubesse	to know
faz-me
escapar	to escape (get free)
cavalos	horse (Equus ferus caballus)
d	The fourth letter of the Portuguese alphabet/ written in the Latin…
eua	initialism of Estados Unidos da América (= United States of…
cansado	sleepy/ tired
aula	classroom
rico	rich/ wealthy
íamos	to go (to move to a destination)
acordar	to awake/ to wake up (to stop sleeping)
charles	a male given name
fugiu	to run away/ to flee (to move away from something unpleasant…
preocupar	to concern/ worry (to cause concern to/ cause unrest)
humana	human (of or belonging to the species Homo sapiens)
tivesses	to be (indicates location in space)
beleza	beauty (the condition of being beautiful)
atrasado	to delay
portas	door
agir	to do something/ to act/ to function/ to perform
dedos	digit/ a part of the body inclusive of fingers or toes
rir	to laugh (to express mirth or derision by emitting chuckling sounds)
walter	a male given name/ variant of Válter/ equivalent to English Walter
dono	owner
kevin	a male given name from English/ equivalent to English Kevin
posto	past participle of pôr
morre	to die (to stop living)
nervoso	nervous (easily agitated)
bordo	board (each side of a ship)
mandou	to order/ command
depende	to depend
magoar	to sadden (someone)/ to make (someone) sad
entregar	to deliver (to transport something to a destination)
agradável	pleasant/ agreeable/ nice
preocupada	to concern/ worry (to cause concern to/ cause unrest)
eddie
princesa	princess
calor	heat
vou-me
gay	gay
óbvio	obvious
washington	a male given name from English
colega	colleague (fellow member of a profession or staff)
pensou	to think (communicate to oneself in one’s mind)
jornal	newspaper
interesse	interest/ curiosity
combate	combat/ fighting/ conflict
atacar	to attack (to apply violent force)
profissional	professional
decidir	to decide
anel	ring (round piece of metal worn around the finger)
pago	paid (having been paid for)
esperto	smart/ intelligent
inteira	whole/ entire/ in full (with nothing missing)
idiotas	idiotic
levanta-te
estejas	to be (indicates location in space)
espada	sword (a long bladed weapon with a grip and typically a pommel and…
iremos	to go (to move to a destination)
sentado	to seat
luzes	light (medium within which vision is possible)
indo	to go (to move to a destination)
descer	to descend/ to go down
classe	class/ kind (group/ collection/ category or set sharing…
casado	to marry
agradeço	to thank
podiam	to be able to/ can (to have the ability to)
estúpida	stupid
aberta	to open
caro	greatly valued/ dear/ loved/ lovable
leite	milk (white liquid produced by the mammary glands)
mercado	market/ marketplace (open area in a town housing a public market)
política	political
lisa	feminine singular of liso
milhão	million (10⁶)
género	kind
oferta	offer (a proposal that has been made)
entendes	to understand/ to grasp/ to comprehend
tome	inflection of tomar:
teoria	theory (coherent set of statements attempting to explain observed…
escuro	dark
ruas	street/ road (paved path)
desaparecer	to disappear/ to vanish (to become lost/ unseen or stop existing)
uh
antiga	ancient (related to ancient times)
tê-lo
cadeia	prison (place of long-term confinement for those convicted of…
levantar	to stand up/ to get up (to rise from a lying/ sitting or fallen…
crescer	to grow (become bigger or taller)
continue	inflection of continuar:
via	to see/ to observe (to perceive with one’s eyes)
ouçam	to hear (to perceive with the ear/ without necessarily paying…
imprensa	the press (collective term for printed media)
uso	use
santo	holy/ sacred
treta	feint (offensive movement)
noiva	bride (female equivalent of noivo)
acorda	to awake/ to wake up (to stop sleeping)
ajudar-me
dan
claire
servir	to serve (to work as a servant for someone)
pequenos	small
absolutamente	absolutely/ completely/ entirely/ totally/ utterly/ wholly (in…
venho	to come (to move towards the speaker or the agent)
perda	loss (instance of losing something)
descobriu	to discover (to find something for the first time)
resultado	result
militar	military (relating to war or armed forces)
emily
manda	to order/ command
inglaterra	England (a constituent country of the United Kingdom/ capital and…
disser	to say
material	material/ stuff (the tangible substance that goes into the makeup…
matt
camião	truck/ lorry (vehicle designed to carry or haul heavy cargo)
feita	to make
rede	net (mesh of strings)
príncipe	prince
concordo	to agree (to have the same opinion as)
momentos	moment (very brief period of time)
martin
fantasma	ghost (spirit appearing after death)
segredos	secret
confia	to confide/ entrust
solução	solution
ouvidos	to hear (to perceive with the ear/ without necessarily paying…
beijo	to kiss
encontraste	to meet
impedir	to prevent
pessoalmente	personally
data	to date (estimate the age of)
jerry
andam	to walk (to move on one’s feet)
morreram	to die (to stop living)
conhecia	to know (be acquainted or familiar with)
garrafa	bottle
dum	contraction of de + um/ literally “of/from a (masculine)”
orgulho	pride
fizer	to make
bolo	cake
propriedade	property/ belonging (something owned)
maiores	comparative degree of grande/ bigger/ larger
policia	inflection of policiar:
fuga	escape/ flight (act of fleeing)
sensação	sensation/ sense
tecnologia	technology
iam	to go (to move to a destination)
peito	chest
futebol	football/ soccer
vinte	twenty
terceiro	third
levá-lo
bilhete	ticket
acabaste	to finish (to be over/ completed)
cinema	cinema/ movie theater (building where films are shown to an audience)
vento	wind (moving air)
rachel
voltei	to return/ to come back
jason	a male given name from English/ equivalent to English Jason
táxi	taxi (vehicle)
registos	European Portuguese standard form of registro
boleia	to shape into a ball
quinta	fifth
matar-me	to kill (to cause to die)
chapéu	hat (head covering)
dedo	digit/ a part of the body inclusive of fingers or toes
mano	brother/ male sibling
mexer	to move/ to mess with/ to put your hands on
deu-me
legal	legal
vingança	revenge (retaliatory action)
dever	should (indicates that an action is considered by the speaker to…
exacto	pre-reform spelling (used until 1943 in Brazil and 1990 in…
ajude	to help/ aid/ to assist
porco	pig (the domesticated farm animal Sus scrofa)
dá-lhe
doido	crazy/ out of one's mind
pete
raiva	anger (a strong feeling of displeasure/ hostility or antagonism…
sê	to be (to have the given quality)/ especially a quality that is…
peso	weight (force on an object due to the gravitational attraction)
lembra-te	to remember
treino	to coach/ to train
algures	somewhere (else)/ elsewhere
natural	natural
foi-se
estudar	to study
assistente	assistant
partida	to split (divide something/ especially in two roughly equal parts)
responsabilidade	responsibility/ responsibleness
esqueça	to forget
maldição	curse
oeste	west (compass point)
inimigos	enemy
viemos	to come (to move towards the speaker or the agent)
controle	to control (to determine the behavior of)
corte	cut
amy
assassinato	murder (unlawful premeditated killing of one person by another)
meninos	boy (a young male)
sir	sir (term of address used for knights)
tantos	so much / so many (a large or excessive amount)
queriam	to want/ to wish/ to desire
acontecido	to happen/ to occur/ to take place
entende	to understand/ to grasp/ to comprehend
acalma-te
aparentemente	apparently
apanhado	to collect/ gather
toque	to touch/ to finger/ to feel (tactually)
chegaram	to arrive (at)/ to reach (to conclude moving to a destination)
baile	to dance
aeroporto	airport (a place designated for airplanes)
poucos	little/ few (not many)
aparece	to appear
complicado	abstract/ complex/ complicated (difficult or convoluted)
mostra	to show
ouve-me
pude	to be able to/ can (to have the ability to)
convosco	with you (plural)
tente	inflection of tentar:
apresentar	to introduce (to make multiple people become acquainted with one…
roubou	to steal (to take illegally or without permission)
fosses	to go (to move to a destination)
esqueci-me
terás	to have
decidi	inflection of decidir:
lixar	to sand (with sandpaper)
serviços	service (work that is produced/ traded/ sold/ then consumed)
universo	universe
frança	France (a country located primarily in Western Europe/ official…
bocadinho	diminutive of bocado
daqueles	contraction of de + aquele/ literally “of/from that (masculine)”
próprios	own
don
al	initialism of alojamento local
interessado	to be interested in/ to have an interest for
sacana	bastard/ rogue/ scoundrel/ trickster
respostas	answer/ response
thomas
agradecer	to thank
chuck
secretária	secretary (a person keeping records and handling clerical work)
morada	past participle of morar
mapa	map
contou	to tell (to convey given information)
internet	alternative letter-case form of Internet
efeito	effect (result of an action)
bebe	to drink (something)
aconteça	to happen/ to occur/ to take place
notas	to notice/ to observe/ to take notice (to see or realise something…
enfermeira	female equivalent of enfermeiro (sister/ nurse)
super	super/ very (intensifier)
patrão	master/ boss
importo	to import
resultados	result
ouvir-me
corredor	running
conhecimento	knowledge
ficaria	to become/ to get/ to end up
visitar	to visit
ás	The name of the Latin script letter A/a.
aguentar	to support (to keep from falling)
dera	to give
adn	DNA
aldeia	village (small settlement)
razões	reason (the ability to think correctly)
guardas	to save/ keep/ retain/ preserve
testes	plural of teste
cirurgia	surgery (practice)
aberto	to open
médica	doctor/ physician
merece	to merit/ to deserve
contrato	to contract/ hire
vivos	alive (having life/ not dead)
ter-te
gás	gas (material in an intermediate state between liquid and plasma)
sociedade	society (group of people sharing culture)
mata	to kill (to cause to die)
lar	home (place or building where one dwells)
direitos	law (body of rules and standards to be applied by courts)
instante	imminent
leste	to read (to look at and interpret written information)
usado	to use/ to utilise/ to employ/ to make use of
mantém	to keep/ maintain
original	original (relating to the origin or beginning)
zangado	past participle of zangar
vinha	to come (to move towards the speaker or the agent)
adam
familiar	familiar (known to one)
parecido	to seem
imagino	to imagine (all senses)
larga	wide/ broad (having a large width)
estejam	to be (indicates location in space)
pede	to ask for/ to request (to express the need or desire for something)
haja	inflection of haver:
luke
pressa	contraction of pra + esses or para + esses
ferido	to hurt/ injure
passaram	to pass/ to pass by (to move past)
treinador	coach/ trainer/ handler
voltas	return (act of returning)
anteriormente	previously/ before
cia
cu	buttocks/ arse/ ass/ butt/ bum
chamadas	to call/ to summon (to ask someone to come)
quisesse	to want/ to wish/ to desire
duma	contraction of de (“of/from”) + uma f (“a”): feminine singular of dum
crédito	credit (acknowledgement)
desligar	to hang up
costa	coast (shoreline)
projecto	project (planned endeavor)
dão	to give
importantes	important (having relevant and crucial value)
encontrá-lo
escreveu	to write (to form letters/ etc.)
câmaras	chamber
cancro	cancer
bem-vindos	welcome (whose arrival is a cause of joy)
afasta-te
obter	to obtain/ get
primo	male cousin (son of a person’s uncle or aunt)
credo	creed/ credo (a religious belief system)
próximos	near/ close
cavalheiros	gentleman
carter
andando	to walk (to move on one’s feet)
encontra	to meet
deixá-lo
fossem	to go (to move to a destination)
desaparece	to disappear/ to vanish (to become lost/ unseen or stop existing)
perfeitamente	perfectly
objectivo	objective
partes	to split (divide something/ especially in two roughly equal parts)
ultimamente	lately/ recently/ of late
pedaço	piece
assuntos	subject/ topic/ theme
jardim	garden
opção	option
sexual	sexual
reino	kingdom (nation having as supreme ruler a king and/or queen)
deixem-me
diante	in front of
grave	serious/ grave (having possible severe negative consequences)
aspecto	appearance/ look
membros	member (one who officially belongs to a group)
lago	lake
lembra-se	to remember
fumar	to smoke/ to deliberately inhale smoke
deixem	to leave/ to exit (to go out of or away from a place)
hipóteses	hypothesis (tentative conjecture in science)
crer	to believe
ovos	egg (cell that results from the fertilization of the female gamete…
usou	to use/ to utilise/ to employ/ to make use of
pequeno-almoço	breakfast (first meal of the day)
presença	presence
tornou-se
melhorar	to improve/ to ameliorate/ to better
imagens	image/ picture/ figure (optical representation of an object)
vitória	a female given name/ masculine equivalent Vítor/ equivalent to…
pesquisa	research (inquiry or examination)
cheira	to smell (to perceive a smell with the nose)
centenas	hundred
anna	Ana/ a female given name/ equivalent to English Ann/ Anna/ or Anne
pertence	to belong (to be property (of)/ to be owned (by))
abra	inflection of abrir:
membro	member (one who officially belongs to a group)
camisa	shirt (light garment worn over the torso)
amigas	friend (person whose company one enjoys)
ficaram	to become/ to get/ to end up
viajar	to travel
explosão	explosion
presos	arrested/ imprisoned (having been taken into legal custody)
vemos	to see/ to observe (to perceive with one’s eyes)
entendi	to understand/ to grasp/ to comprehend
giro	rotation/ turn (the act of turning around a centre or an axis)
útil	profitable/ advantageous
maldita	past participle of maldizer
leo	Leo (constellation)
ó	the letter o with an acute accent
massa	dough (a thick/ malleable substance made by mixing flour with…
tempestade	storm (disturbed state of the atmosphere)
sofrer	to suffer
fortes	strength (pronounced quality)/ strong suit
jamais	never
andy
dave
lembra	to remember
falso	false/ untrue/ not factual/ wrong
loucos	crazy/ mad/ insane (of unsound mind)
vencer	to win
paga	paid (having been paid for)
neve	snow
protecção	pre-reform spelling (used until 1943 in Brazil and 1990 in…
adorava	to love (to have a great admiration or affection for something or…
aviso	warning (instance of warning someone)
escrito	written
simon
admitir	to admit/ accept
los	alternative form of os (third-person masculine plural objective…
annie
negra	black (the darkest colour)
kyle
deuses	god/ deity
últimas	final/ last
carl
assalto	assault/ attack
alerta	to alert
sábado	Saturday
pensaste	to think (communicate to oneself in one’s mind)
bairro	neighborhood/ area (of a city)
roma	Rome (a major city/ the capital of Italy and the Italian region of…
famílias	family/ nuclear family (a father/ mother and their sons and daughters)
completo	to complete
fiques	to become/ to get/ to end up
tratamento	treatment (process or manner of treating)
acredite	to believe (to accept that someone is telling the truth)
maus	bad
dizendo	to say
chicago	Chicago (a large city/ the county seat of Cook County/ in…
enganado	to deceive
esquadra	fleet
saí	to exit/ to leave (go away from a certain place or situation)/ to…
farto	stuffed
ted
vazio	devoid of content/ empty
fazer-te
resultar	to result
locais	local
eis	here is/ here are
percebe	to understand
avançar	to go forward/ advance
tentando	gerund of tentar
impressões	impression
funeral	funeral (ceremony to honour and bury a deceased person)
bebidas	to drink (something)
ossos	bone
companheiro	companion/ comrade
pequenas	small
enfrentar	to face/ confront
testemunhas	plural of testemunha
quieto	quiet (with little or no sound)
despacha-te
discurso	talk/ lecture/ speech (session of speaking)
liceu	secondary school
chocolate	chocolate
compras	to buy
houver	there be/ exist
tentativa	tentative
prédio	edifice (a building/ especially an imposing one)
serás	to be (to have the given quality)/ especially a quality that is…
caça	to hunt (chase down prey)
tretas	feint (offensive movement)
voce
saltar	to leap/ to jump
equipamento	equipment
bolsa	purse/ handbag/ bag
génio	genius
primeiros	first (ordinal form of um (“one”))
terceira	third
ganhou	to win (to achieve victory in a game/ a war/ etc)
colegas	colleague (fellow member of a profession or staff)
kelly
crimes	crime
ed
começaram	to start/ to begin/ to commence
merdas	shit/ faeces (excretory product evacuated from the bowels)
mesmos	same (not different/ not another)
caraças	an expression of irony/ admiration or impatience
explodir	to cause/suffer an explosion/ to (make) burst
amar	to love/ to have great affection for
erros	error/ mistake
definitivamente	definitely (without question and beyond doubt)
muda	mute (person unable to speak)
entrem	to enter/ to go into
aprendi	to learn/ to acquire knowledge
violência	violence
envolvido	to involve (envelop completely)
condições	condition
ponha	to put/ to place
relações	relationship
chamam	to call/ to summon (to ask someone to come)
sean
guardar	to save/ keep/ retain/ preserve
desaparecido	to disappear/ to vanish (to become lost/ unseen or stop existing)
montanha	mountain
fraco	weak (lacking in force or ability)
c	The third letter of the Portuguese alphabet/ called cê and written…
mensagens	message (concept or information conveyed)
méxico	Mexico (a country in North America)
emma
vêem	to see/ to observe (to perceive with one’s eyes)
registo	registration (act of signing up or registering for something)
penses	to think (communicate to oneself in one’s mind)
modelo	model (representation of a physical object)
topo	top (uppermost part)
william	a male given name from English
prémio	prize (that which may be won by chance)
vou-te
anjo	angel
duvido	to doubt
confio	to confide/ entrust
chuva	rain
bêbado	drunk/ under the influence of alcohol
abby
venda	Wendish (of or relating to the Wends)
apaixonado	in love (with)
deixaste	to leave/ to exit (to go out of or away from a place)
vejo-te
ladrão	thief
ciência	science (collective discipline of learning acquired through the…
fizesse	to make
pensado	to think (communicate to oneself in one’s mind)
irmos	to go (to move to a destination)
deitar	to lie down (to rest in a horizontal position)
pão	bread
balas	bullet/ projectile (part of the ammunition for firearms)
york
cofre	safe/ coffer (box in which valuables can be locked for safekeeping)
torna	to make (to cause to be)
comunidade	community (group sharing a common understanding)
pânico	panic
recebeu	to get/ to receive
detalhes	detail
social	social (relating to society)
ficado	to become/ to get/ to end up
casal	couple/ married couple
phil
mandado	to order/ command
falaste	to speak/ to talk (to say words out loud)
califórnia	California (the most populous state of the United States)
ganha	to win (to achieve victory in a game/ a war/ etc)
resta	to remain
perdeste	to lose (an object/ a job/ interest etc.)
orgulhoso	proud
aguenta	to support (to keep from falling)
fecha	inflection of fechar:
consciência	conscience/ consciousness (moral sense)
percebeste	to understand
saibas	to know
pôs	to put/ to place
passe	pass (document granting admission or permission to pass)
comportamento	behaviour (the way matter moves or acts)
arriscar	to risk
incluindo	to include
estiveres	to be (indicates location in space)
digo-te
quiserem	to want/ to wish/ to desire
possas	to be able to/ can (to have the ability to)
exame	examination (all senses)
faremos	obsolete form of fazer
sarilhos	reel/ spool (cylinder around which a cable is wound)
estares	to be (indicates location in space)
deram	to give
autorização	authorization (all senses)
castelo	castle (fortified stronghold)
lavar	to wash
disposto	willing (prepared and wanting to do something)
limpa	clean (not dirty)
custa	to cost
perguntei	to ask (request an answer)
zero	zero
terão	to have
digamos	to say
impressão	impression
assustador	frightening/ scary/ frightful
piloto	to pilot (to control an aircraft or watercraft)
princípio	start/ beginning
larry
vírus	virus (DNA/RNA causing disease)
passeio	to walk (take for a walk)
alice	a female given name/ equivalent to English Alice
peças	to ask for/ to request (to express the need or desire for something)
dói	to hurt (be painful)
idéia	pre-reform spelling (used until 1990) of ideia/ may still occur as…
mundial	global
intenção	intention/ intent
curso	course (period of learning)
domingo	Sunday
continuo	to continue/ to go on (with) (to not stop)
entrei	to enter/ to go into
avisar	to notify/ to warn
acabaram	to finish (to be over/ completed)
mataste	to kill (to cause to die)
golpe	blow (act of striking or hitting)
dean
jackson
decidiu	to decide
nota	to notice/ to observe/ to take notice (to see or realise something…
entrevista	interview (a formal meeting for the assessment of a candidate or…
europa	Europe (a continent located west of Asia and north of Africa)
armadilha	trap (device designed to catch or kill animals)
marcas	to mark
documentos	document (original or official paper)
cansada	sleepy/ tired
recentemente	recently
trabalhos	job (economic role for which a person is paid)
falam	to speak/ to talk (to say words out loud)
susan
detesto	to detest/ loathe/ abominate
karen
lucy
entretanto	meanwhile/ in the meantime
morrido	to die (to stop living)
árvores	tree
trabalhava	to work (to do a specific task)
queijo	cheese (dairy product)
truque	to make the first bid in the game of Truco
tendo	to tend
estaremos	to be (indicates location in space)
roubo	theft (act of stealing property)
juntar	to combine/ to unite
alan	a male given name from English/ equivalent to English Alan
francês	French (of or relating to France)
ires	to go (to move to a destination)
legendas	subtitle(s) (textual versions of film dialogue)
ajudá-la
dura	hard (resistant to pressure/ not soft)
imbecil	imbecile
compreender	to understand/ to comprehend
sozinhos	alone/ by oneself/ on one's own
rápida	fast (occurring or happening within a short time)
segue	inflection of seguir:
new
honesto	honest (scrupulous with regard to telling the truth)
tirou	to take/ take out/ take away
necessidade	need
maravilhosa	wonderful
arthur	a male given name/ equivalent to English Arthur
particular	private (concerning/ accessible or belonging to an individual…
mentiras	to lie (to affirm as true what is known to be false/ or to deny…
angeles
sede	to be (to have the given quality)/ especially a quality that is…
torre	tower
artigo	article (story/ report/ or opinion piece)
pacientes	patient (person receiving medical treatment)
palco	stage (of a theatre)
gelado	to freeze (become solid due to low temperature)
maggie
sabiam	to know
quadro	painting/ picture
mataram	to kill (to cause to die)
cem	one hundred (100)
directamente	pre-reform spelling (used until 1943 in Brazil and 1990 in…
conhecê-lo
extra	extra (beyond what is due/ usual/ expected or necessary)
carga	charge (load or burden)
tento	attention/ cautiousness/ prudence/ care
comprei	to buy
caras	greatly valued/ dear/ loved/ lovable
liguei	to link/ to connect/ to join (to put things together so they work…
lição	lesson (section of learning or teaching)
vigilância	vigilance
chance	probability
fila	queue (line of people)
vestir	to wear/ to don (to have an item of clothing on oneself)
levado	to take (to move something to a destination)
claramente	obviously/ evidently/ clearly
escondido	to hide
parvo	small
sara	a female given name from Hebrew/ equivalent to English Sarah
garota	a gender-neutral form of garoto/garota
voltamos	to return/ to come back
humanidade	humanity/ mankind (the human race as a whole)
superior	upper/ higher
geral	general
prender	to arrest (to seize and take into legal custody)
pensamos	to think (communicate to oneself in one’s mind)
ocupada	to occupy (to be in possession of)
fantástica	fantastic (wonderful/ marvelous)
grace
piscina	swimming pool
oferecer	to offer/ bid/ tender
federal	federal/ federative (of or relating to a federation/ a form of…
fronteira	border (a line or frontier area separating regions)
óculos	glasses/ spectacles
ensinar	to teach (to pass on knowledge to)
ferida	to hurt/ injure
trocar	to replace/ to substitute (to remove something and put a new one…
joey
maluca	crazy/ mad
mexam-se
inútil	useless
escadas	ladder
basicamente	basically
jenny
esqueças	to forget
garantir	to guarantee
diversão	the act or result of diverging (to tend into different directions)
assinar	to sign (to write one's signature on a document)
jesse
armário	cupboard
privado	to deprive
adorar	to love (to have a great admiration or affection for something or…
deixa-o
deserto	to desert (leave military service)
esperamos	to wait
barry
ficava	to become/ to get/ to end up
daquilo	contraction of de + aquele/ literally “of/from that (masculine)”
possibilidade	possibility
incêndio	fire (occurrence of fire in a certain place)
acabámos	to finish (to be over/ completed)
voltem	to return/ to come back
impressionante	impressive
cumprir	to carry out/ to do/ to perform
agência	agency (capacity of individuals to act independently)
fábrica	factory (manufacturing place)
felicidade	happiness (state of someone who is happy)
poderoso	powerful
partilhar	to share (to give/ to donate)
localização	location
of
regra	rule (a regulation/ law or guideline)
mentiroso	liar (one who tells lies)
achou	to find/ to encounter (to come across something that was unknown…
suicídio	suicide
malas	suitcase
dou-te
corda	rope/ string
levá-la
menor	comparative degree of pequeno/ smaller
tire	inflection of tirar:
choque	to brood (to keep an egg warm until it hatches)
lois
especiais	special
aceito	to accept
desculpe-me
virar	to turn (to change direction)
you
tá	to be (indicates location in space)
álcool	alcohol (ethanol)
vires	to see/ to observe (to perceive with one’s eyes)
importância	importance
fase	phase
adivinhar	to guess
partiu	to split (divide something/ especially in two roughly equal parts)
lily
carteira	wallet (small case for keeping money and documents)
vegas
telefonar	to telephone (to contact using a telephone)
louis
famoso	famous
